Quantity,Name,Sets,Conditions,Languages,Finishes,Paused,Tags,Offer,Limit
8,Terastodon,Commander 2015,NM,EN,N,,,1000,0.0152621810784504
8,Thornwood Falls,Commander 2015,NM,EN,N,,,1000,0.01
8,Thought Reflection,Commander 2015,NM,EN,N,,,1000,0.028584276472443423
8,Thought Vessel,Commander 2015,NM,EN,N,,,1000,0.1197746722809289
8,Trygon Predator,Commander 2015,NM,EN,N,,,1000,0.01
8,Vandalblast,Commander 2015,NM,EN,N,,,1000,2.6857954217175477
8,Verdant Confluence,Commander 2015,NM,EN,N,,,1000,0.33717180156690474
8,Vivid Meadow,Commander 2015,NM,EN,N,,,1000,0.04108438597863043
8,Vow of Malice,Commander 2015,NM,EN,N,,,1000,0.013531474059338444
8,Vulturous Zombie,Commander 2015,NM,EN,N,,,1000,0.012088138260059993
8,Wall of Blossoms,Commander 2015,NM,EN,N,,,1000,0.016872415741257273
8,Warchief Giant,Commander 2015,NM,EN,N,,,1000,0.01
8,Warstorm Surge,Commander 2015,NM,EN,N,,,1000,0.02686347316854161
8,Cycle of Life,Mirage,NM,EN,N,,,1000,0.024674534193990974
8,"Angrath, the Flame-Chained",Rivals of Ixalan Promos,NM,EN,N,,,1000,1.96555781935255
8,"Alesha, Who Smiles at Death",Commander 2016,NM,EN,N,,,1000,0.0152621810784504
8,Ancient Excavation,Commander 2016,NM,EN,N,,,1000,0.06647308832103883
8,Astral Cornucopia,Commander 2016,NM,EN,N,,,1000,0.08135747339564811
8,Beacon of Unrest,Commander 2016,NM,EN,N,,,1000,0.014804964283452083
8,Beastmaster Ascension,Commander 2016,NM,EN,N,,,1000,1.608041421007092
8,Benefactor's Draught,Commander 2016,NM,EN,N,,,1000,4.6798442776735465
8,Blasphemous Act,Commander 2016,NM,EN,N,,,1000,0.22113255236847001
8,Blazing Archon,Commander 2016,NM,EN,N,,,1000,0.18977874632119074
8,Blind Obedience,Commander 2016,NM,EN,N,,,1000,3.0325708255159483
8,Blinkmoth Urn,Commander 2016,NM,EN,N,,,1000,0.08135747339564811
8,Bloodbraid Elf,Commander 2016,NM,EN,N,,,1000,0.17466997809825088
8,Boompile,Commander 2016,NM,EN,N,,,1000,0.14987516210148627
8,Boros Charm,Commander 2016,NM,EN,N,,,1000,0.30106468800717406
8,Champion of Lambholt,Commander 2016,NM,EN,N,,,1000,0.04293589946386043
8,Charging Cinderhorn,Commander 2016,NM,EN,N,,,1000,0.04826346480708468
8,Chasm Skulker,Commander 2016,NM,EN,N,,,1000,1.3424051702385689
8,Chief Engineer,Commander 2016,NM,EN,N,,,1000,0.030321167576989865
8,Chromatic Lantern,Commander 2016,NM,EN,N,,,1000,4.60234491875307
8,Clan Defiance,Commander 2016,NM,EN,N,,,1000,0.010302007277654884
8,Commander's Sphere,Commander 2016,NM,EN,N,,,1000,0.01
8,Conqueror's Flail,Commander 2016,NM,EN,N,,,1000,14.552844746716696
8,Consuming Aberration,Commander 2016,NM,EN,N,,,1000,0.1027972954428546
8,Corpsejack Menace,Commander 2016,NM,EN,N,,,1000,0.09409241224616996
8,Crackling Doom,Commander 2016,NM,EN,N,,,1000,0.0152621810784504
8,Cranial Plating,Commander 2016,NM,EN,N,,,1000,0.010746666395625276
8,Cruel Entertainment,Commander 2016,NM,EN,N,,,1000,0.2814306547205422
8,Crumbling Necropolis,Commander 2016,NM,EN,N,,,1000,0.023469839463603082
8,Crystalline Crawler,Commander 2016,NM,EN,N,,,1000,0.9427927160684931
8,Cultivate,Commander 2016,NM,EN,N,,,1000,0.14717215901838127
8,Curse of Vengeance,Commander 2016,NM,EN,N,,,1000,0.33717180156690474
8,Custodi Soulbinders,Commander 2016,NM,EN,N,,,1000,0.01119257343398675
8,"Daretti, Scrap Savant",Commander 2016,NM,EN,N,,,1000,0.24685696321870956
8,Darksteel Citadel,Commander 2016,NM,EN,N,,,1000,0.01849822498835348
8,Darksteel Ingot,Commander 2016,NM,EN,N,,,1000,0.05926744822513637
8,Darkwater Catacombs,Commander 2016,NM,EN,N,,,1000,0.023469839463603082
8,Dauntless Escort,Commander 2016,NM,EN,N,,,1000,0.4530536246771119
8,Deepglow Skate,Commander 2016,NM,EN,N,,,1000,0.33717180156690474
8,Den Protector,Commander 2016,NM,EN,N,,,1000,0.0152621810784504
8,Devastation Tide,Commander 2016,NM,EN,N,,,1000,0.16488907267582473
8,Dimir Aqueduct,Commander 2016,NM,EN,N,,,1000,0.03435200300850107
8,Disdainful Stroke,Commander 2016,NM,EN,N,,,1000,0.011147926523922892
8,Dismal Backwater,Commander 2016,NM,EN,N,,,1000,0.011371286058494766
8,Divergent Transformations,Commander 2016,NM,EN,N,,,1000,1.2633767857901468
8,Dragon Mage,Commander 2016,NM,EN,N,,,1000,0.02189203558135355
8,Dragonskull Summit,Commander 2016,NM,EN,N,,,1000,1.608041421007092
8,Dreadship Reef,Commander 2016,NM,EN,N,,,1000,0.01
8,Duelist's Heritage,Commander 2016,NM,EN,N,,,1000,0.1418243046782986
8,Duneblast,Commander 2016,NM,EN,N,,,1000,0.01
8,Etherium Sculptor,Commander 2016,NM,EN,N,,,1000,0.03152151412500641
8,Exotic Orchard,Commander 2016,NM,EN,N,,,1000,0.060990795658090256
8,"Ghave, Guru of Spores",Commander 2016,NM,EN,N,,,1000,0.7461714142239537
8,Ghostly Prison,Commander 2016,NM,EN,N,,,1000,0.9427927160684931
8,Goblin Spymaster,Commander 2016,NM,EN,N,,,1000,1.3696650831436352
8,"Godo, Bandit Warlord",Commander 2016,NM,EN,N,,,1000,0.1693431640550903
8,Golgari Rot Farm,Commander 2016,NM,EN,N,,,1000,0.01
8,Golgari Signet,Commander 2016,NM,EN,N,,,1000,0.02686347316854161
8,Gruul Signet,Commander 2016,NM,EN,N,,,1000,0.06647308832103883
8,Ichor Wellspring,Commander 2016,NM,EN,N,,,1000,0.01
8,Jungle Shrine,Commander 2016,NM,EN,N,,,1000,0.02299023011548511
8,Kalonian Hydra,Commander 2016,NM,EN,N,,,1000,9.49872889305816
8,Karplusan Forest,Commander 2016,NM,EN,N,,,1000,1.4334375396489578
8,"Kazuul, Tyrant of the Cliffs",Commander 2016,NM,EN,N,,,1000,0.0626687755071746
8,Keening Stone,Commander 2016,NM,EN,N,,,1000,0.4035769832154429
8,Kodama's Reach,Commander 2016,NM,EN,N,,,1000,0.2814306547205422
8,Languish,Commander 2016,NM,EN,N,,,1000,0.09711978138368335
8,Lavalanche,Commander 2016,NM,EN,N,,,1000,0.013894319753479892
8,Lightning Greaves,Commander 2016,NM,EN,N,,,1000,1.4334375396489578
8,Loxodon Warhammer,Commander 2016,NM,EN,N,,,1000,0.03924946014335903
8,Lurking Predators,Commander 2016,NM,EN,N,,,1000,0.7445844527402121
8,Magus of the Will,Commander 2016,NM,EN,N,,,1000,0.032074218767952085
8,Managorger Hydra,Commander 2016,NM,EN,N,,,1000,1.8986407997292734
8,Manifold Insights,Commander 2016,NM,EN,N,,,1000,0.014804964283452083
8,Master Biomancer,Commander 2016,NM,EN,N,,,1000,1.1847286361174285
8,Master of Etherium,Commander 2016,NM,EN,N,,,1000,0.08254818054398845
8,Mentor of the Meek,Commander 2016,NM,EN,N,,,1000,0.0967891871444595
8,Merciless Eviction,Commander 2016,NM,EN,N,,,1000,0.6580107212606855
8,Migratory Route,Commander 2016,NM,EN,N,,,1000,0.01
8,Minds Aglow,Commander 2016,NM,EN,N,,,1000,0.21433522697965876
8,Mirror Entity,Commander 2016,NM,EN,N,,,1000,0.41875079170116014
8,Mirrorweave,Commander 2016,NM,EN,N,,,1000,0.01859160032443455
8,Naya Charm,Commander 2016,NM,EN,N,,,1000,0.01
8,Necrogenesis,Commander 2016,NM,EN,N,,,1000,0.01
8,Necroplasm,Commander 2016,NM,EN,N,,,1000,0.01
8,Nevinyrral's Disk,Commander 2016,NM,EN,N,,,1000,0.08135747339564811
8,Nomad Outpost,Commander 2016,NM,EN,N,,,1000,0.03924946014335903
8,Captivating Crew,Commander 2020,NM,EN,N,,,1000,0.0152621810784504
8,Earthquake,Commander 2015,NM,EN,N,,,1000,0.04108438597863043
8,Open the Vaults,Commander 2016,NM,EN,N,,,1000,0.10789736939200559
8,Orzhov Advokist,Commander 2016,NM,EN,N,,,1000,0.01
8,Phyrexian Rebirth,Commander 2016,NM,EN,N,,,1000,0.017799537750884973
8,Prismatic Geoscope,Commander 2016,NM,EN,N,,,1000,0.10755471274821207
8,Progenitor Mimic,Commander 2016,NM,EN,N,,,1000,0.14717215901838127
8,Psychosis Crawler,Commander 2016,NM,EN,N,,,1000,0.040400909497386596
8,Quirion Explorer,Commander 2016,NM,EN,N,,,1000,0.01
8,Rakdos Carnarium,Commander 2016,NM,EN,N,,,1000,0.01
8,Rakdos Charm,Commander 2016,NM,EN,N,,,1000,0.11623541066010629
8,Rakdos Signet,Commander 2016,NM,EN,N,,,1000,0.33001720987747946
8,Rampant Growth,Commander 2016,NM,EN,N,,,1000,0.023469839463603082
8,Read the Runes,Commander 2016,NM,EN,N,,,1000,0.032074218767952085
8,Realm Seekers,Commander 2016,NM,EN,N,,,1000,0.011639730140107656
8,Reforge the Soul,Commander 2016,NM,EN,N,,,1000,4.640884615384616
8,Reins of Power,Commander 2016,NM,EN,N,,,1000,0.1693431640550903
8,Reliquary Tower,Commander 2016,NM,EN,N,,,1000,0.40598715427546134
8,Reveillark,Commander 2016,NM,EN,N,,,1000,0.03924946014335903
8,Reverse the Sands,Commander 2016,NM,EN,N,,,1000,0.012088138260059993
8,Simic Growth Chamber,Commander 2016,NM,EN,N,,,1000,0.010479721286281201
8,Simic Signet,Commander 2016,NM,EN,N,,,1000,0.020045462421290454
8,Skullclamp,Commander 2016,NM,EN,N,,,1000,1.4710144214347862
8,"Slobad, Goblin Tinkerer",Commander 2016,NM,EN,N,,,1000,0.01
8,Sublime Exhalation,Commander 2016,NM,EN,N,,,1000,0.0152621810784504
8,Sungrass Prairie,Commander 2016,NM,EN,N,,,1000,0.0152621810784504
8,Sunpetal Grove,Commander 2016,NM,EN,N,,,1000,1.2395380230747663
8,Swan Song,Commander 2016,NM,EN,N,,,1000,6.502763602251406
8,Swiftfoot Boots,Commander 2016,NM,EN,N,,,1000,0.17261312592182862
8,Swiftwater Cliffs,Commander 2016,NM,EN,N,,,1000,0.013712796152107475
8,Swords to Plowshares,Commander 2016,NM,EN,N,,,1000,0.4965354452785575
8,"Sydri, Galvanic Genius",Commander 2016,NM,EN,N,,,1000,0.04108438597863043
8,Thrummingbird,Commander 2016,NM,EN,N,,,1000,0.013667446741831856
8,Thunderfoot Baloth,Commander 2016,NM,EN,N,,,1000,0.8239656736532658
8,Trading Post,Commander 2016,NM,EN,N,,,1000,0.03779341522442149
8,Transguild Promenade,Commander 2016,NM,EN,N,,,1000,0.01
8,Trinket Mage,Commander 2016,NM,EN,N,,,1000,0.04108438597863043
8,Tuskguard Captain,Commander 2016,NM,EN,N,,,1000,0.01
8,Underground River,Commander 2016,NM,EN,N,,,1000,4.352288461538462
8,Utter End,Commander 2016,NM,EN,N,,,1000,0.33496276049698637
8,Vedalken Engineer,Commander 2016,NM,EN,N,,,1000,0.01
8,Venser's Journal,Commander 2016,NM,EN,N,,,1000,3.5776330630713455
8,Volcanic Vision,Commander 2016,NM,EN,N,,,1000,0.015491263867835503
8,Vorel of the Hull Clade,Commander 2016,NM,EN,N,,,1000,0.12559007440187817
8,Wall of Blossoms,Commander 2016,NM,EN,N,,,1000,0.01
8,Waste Not,Commander 2016,NM,EN,N,,,1000,6.532522206950305
8,Wave of Reckoning,Commander 2016,NM,EN,N,,,1000,0.29065487955658653
8,Wheel of Fate,Commander 2016,NM,EN,N,,,1000,0.6580107212606855
8,Whispersilk Cloak,Commander 2016,NM,EN,N,,,1000,0.3267392474176709
8,Behemoth Sledge,Commander 2017,NM,EN,N,,,1000,0.01636466725035151
8,Black Market,Commander 2017,NM,EN,N,,,1000,0.6580107212606855
8,Blade of the Bloodchief,Commander 2017,NM,EN,N,,,1000,0.7927976149475132
8,Bladewing the Risen,Commander 2017,NM,EN,N,,,1000,0.023469839463603082
8,Blighted Woodland,Commander 2017,NM,EN,N,,,1000,0.02117949902520891
8,Blind Obedience,Commander 2017,NM,EN,N,,,1000,2.59288320825516
8,Blood Artist,Commander 2017,NM,EN,N,,,1000,0.35679006459725665
8,Blood Baron of Vizkopa,Commander 2017,NM,EN,N,,,1000,0.01756727971872461
8,Blood Tribute,Commander 2017,NM,EN,N,,,1000,0.09259056715521324
8,Bloodfell Caves,Commander 2017,NM,EN,N,,,1000,0.012088138260059991
8,Bloodforged Battle-Axe,Commander 2017,NM,EN,N,,,1000,12.717157129455908
8,Bloodhusk Ritualist,Commander 2017,NM,EN,N,,,1000,0.010479721286281201
8,Bloodline Necromancer,Commander 2017,NM,EN,N,,,1000,0.1693431640550903
8,Bloodlord of Vaasgoth,Commander 2017,NM,EN,N,,,1000,0.04108438597863043
8,Bloodsworn Steward,Commander 2017,NM,EN,N,,,1000,0.08067053081027849
8,Blossoming Sands,Commander 2017,NM,EN,N,,,1000,0.01
8,Body Double,Commander 2017,NM,EN,N,,,1000,0.031120552890991953
8,Boneyard Scourge,Commander 2017,NM,EN,N,,,1000,0.4716469701440551
8,Boros Garrison,Commander 2017,NM,EN,N,,,1000,0.01
8,Boros Guildgate,Commander 2017,NM,EN,N,,,1000,0.01
8,Boros Signet,Commander 2017,NM,EN,N,,,1000,0.04108438597863043
8,Broodmate Dragon,Commander 2017,NM,EN,N,,,1000,0.04034842906676121
8,Butcher of Malakir,Commander 2017,NM,EN,N,,,1000,0.08135747339564811
8,Captivating Vampire,Commander 2017,NM,EN,N,,,1000,2.624625416251227
8,Chaos Warp,Commander 2017,NM,EN,N,,,1000,0.41875079170116014
8,Cinder Barrens,Commander 2017,NM,EN,N,,,1000,0.012088138260059991
8,Clone Legion,Commander 2017,NM,EN,N,,,1000,0.1838404771583351
8,Comet Storm,Commander 2017,NM,EN,N,,,1000,0.04108438597863043
8,Commander's Sphere,Commander 2017,NM,EN,N,,,1000,0.01
8,Consuming Vapors,Commander 2017,NM,EN,N,,,1000,0.01
8,Crackling Doom,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Crimson Honor Guard,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,"Crosis, the Purger",Commander 2017,NM,EN,N,,,1000,0.06647308832103883
8,Crucible of Fire,Commander 2017,NM,EN,N,,,1000,0.04108438597863043
8,Crucible of the Spirit Dragon,Commander 2017,NM,EN,N,,,1000,0.031120552890991953
8,Crumbling Necropolis,Commander 2017,NM,EN,N,,,1000,0.032074218767952085
8,Crux of Fate,Commander 2017,NM,EN,N,,,1000,0.3047481124094035
8,Cultivate,Commander 2017,NM,EN,N,,,1000,0.046634882678753736
8,Curse of Bounty,Commander 2017,NM,EN,N,,,1000,0.012088138260059991
8,Curse of Disturbance,Commander 2017,NM,EN,N,,,1000,0.2638860877063176
8,Curse of Opulence,Commander 2017,NM,EN,N,,,1000,2.9630000000000005
8,Curse of Verbosity,Commander 2017,NM,EN,N,,,1000,0.04293589946386043
8,Curse of Vitality,Commander 2017,NM,EN,N,,,1000,0.01
8,Dark Impostor,Commander 2017,NM,EN,N,,,1000,0.012088138260059993
8,Darksteel Ingot,Commander 2017,NM,EN,N,,,1000,0.03862414859569872
8,Deathbringer Regent,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Decree of Pain,Commander 2017,NM,EN,N,,,1000,0.5011847074905454
8,Dimir Aqueduct,Commander 2017,NM,EN,N,,,1000,0.013667446741831856
8,Disrupt Decorum,Commander 2017,NM,EN,N,,,1000,6.532522206950305
8,Divine Reckoning,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Door of Destinies,Commander 2017,NM,EN,N,,,1000,8.096612785970509
8,Dragon Tempest,Commander 2017,NM,EN,N,,,1000,0.2673537012243249
8,Dragonlord's Servant,Commander 2017,NM,EN,N,,,1000,0.023469839463603082
8,Dragonspeaker Shaman,Commander 2017,NM,EN,N,,,1000,0.6348671442857452
8,"Drana, Kalastria Bloodchief",Commander 2017,NM,EN,N,,,1000,0.031070492239091217
8,Dreamstone Hedron,Commander 2017,NM,EN,N,,,1000,0.01
8,"Dromoka, the Eternal",Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Earthquake,Commander 2017,NM,EN,N,,,1000,0.032074218767952085
8,Elemental Bond,Commander 2017,NM,EN,N,,,1000,0.2743508494121503
8,Farseek,Commander 2017,NM,EN,N,,,1000,0.1693431640550903
8,Fell the Mighty,Commander 2017,NM,EN,N,,,1000,0.596148569043625
8,Fellwar Stone,Commander 2017,NM,EN,N,,,1000,3.354724671669794
8,Fist of Suns,Commander 2017,NM,EN,N,,,1000,3.2465215759849912
8,Fleecemane Lion,Commander 2017,NM,EN,N,,,1000,0.05636679884345502
8,Fortunate Few,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Fractured Identity,Commander 2017,NM,EN,N,,,1000,4.365220450281426
8,Frontier Bivouac,Commander 2017,NM,EN,N,,,1000,0.032074218767952085
8,Frontier Siege,Commander 2017,NM,EN,N,,,1000,0.028584276472443423
8,Grappling Hook,Commander 2017,NM,EN,N,,,1000,0.05636679884345502
8,Grasslands,Commander 2017,NM,EN,N,,,1000,0.12349636027898113
8,Graypelt Refuge,Commander 2017,NM,EN,N,,,1000,0.011594958184673116
8,Grixis Panorama,Commander 2017,NM,EN,N,,,1000,0.054509312899226836
8,Hammer of Nazahn,Commander 2017,NM,EN,N,,,1000,5.028025797373358
8,Harbinger of the Tides,Commander 2017,NM,EN,N,,,1000,0.017196329251509646
8,Haven of the Spirit Dragon,Commander 2017,NM,EN,N,,,1000,0.4886118954049089
8,Havengul Lich,Commander 2017,NM,EN,N,,,1000,0.6845730407234264
8,Hedron Archive,Commander 2017,NM,EN,N,,,1000,0.03924946014335903
8,Heirloom Blade,Commander 2017,NM,EN,N,,,1000,0.010302007277654884
8,Hellkite Charger,Commander 2017,NM,EN,N,,,1000,0.17466997809825088
8,Herald's Horn,Commander 2017,NM,EN,N,,,1000,6.532522206950305
8,Hero's Blade,Commander 2017,NM,EN,N,,,1000,0.012088138260059991
8,Hungry Lynx,Commander 2017,NM,EN,N,,,1000,1.1269574663110786
8,"Intet, the Dreamer",Commander 2017,NM,EN,N,,,1000,0.05636679884345502
8,Izzet Boilerworks,Commander 2017,NM,EN,N,,,1000,0.01
8,Izzet Chemister,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Izzet Chronarch,Commander 2017,NM,EN,N,,,1000,0.01
8,"Jareth, Leonine Titan",Commander 2017,NM,EN,N,,,1000,0.010302007277654884
8,Jazal Goldmane,Commander 2017,NM,EN,N,,,1000,0.33717180156690474
8,Jedit Ojanen of Efrava,Commander 2017,NM,EN,N,,,1000,0.06795230791093815
8,Jungle Shrine,Commander 2017,NM,EN,N,,,1000,0.021939641139587934
8,Jwar Isle Refuge,Commander 2017,NM,EN,N,,,1000,0.012492776968915964
8,Kabira Crossroads,Commander 2017,NM,EN,N,,,1000,0.014713672611869207
8,"Kemba, Kha Regent",Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Kheru Mind-Eater,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Kindred Charge,Commander 2017,NM,EN,N,,,1000,1.9593749470835486
8,Kindred Discovery,Commander 2017,NM,EN,N,,,1000,16.0505
8,Kindred Dominance,Commander 2017,NM,EN,N,,,1000,11.219890863341732
8,Kindred Summons,Commander 2017,NM,EN,N,,,1000,6.29110459662289
8,Kodama's Reach,Commander 2017,NM,EN,N,,,1000,0.1693431640550903
8,"Kolaghan, the Storm's Fury",Commander 2017,NM,EN,N,,,1000,0.032074218767952085
8,Krosan Verge,Commander 2017,NM,EN,N,,,1000,0.022034890957331296
8,Leonin Arbiter,Commander 2017,NM,EN,N,,,1000,2.916019230769231
8,Leonin Relic-Warder,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Leonin Shikari,Commander 2017,NM,EN,N,,,1000,0.3769268427839452
8,Lightning Greaves,Commander 2017,NM,EN,N,,,1000,0.8239656736532658
8,Loxodon Warhammer,Commander 2017,NM,EN,N,,,1000,0.010524180955851978
8,Malakir Bloodwitch,Commander 2017,NM,EN,N,,,1000,0.09711978138368335
8,"Marchesa, the Black Rose",Commander 2017,NM,EN,N,,,1000,0.6580107212606855
8,Memory Plunder,Commander 2017,NM,EN,N,,,1000,0.33717180156690474
8,Merciless Eviction,Commander 2017,NM,EN,N,,,1000,0.33717180156690474
8,Mirari's Wake,Commander 2017,NM,EN,N,,,1000,13.599991002184725
8,"Mirri, Weatherlight Duelist",Commander 2017,NM,EN,N,,,1000,6.532522206950304
8,Myriad Landscape,Commander 2017,NM,EN,N,,,1000,0.01618041240447658
8,Mystic Monastery,Commander 2017,NM,EN,N,,,1000,0.013667446741831856
8,Mystifying Maze,Commander 2017,NM,EN,N,,,1000,0.012537799538605652
8,Necromantic Selection,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Nevinyrral's Disk,Commander 2017,NM,EN,N,,,1000,0.08135747339564811
8,New Blood,Commander 2017,NM,EN,N,,,1000,0.6580107212606855
8,"Nin, the Pain Artist",Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Nissa's Pilgrimage,Commander 2017,NM,EN,N,,,1000,0.020328277758818295
8,"Niv-Mizzet, Dracogenius",Commander 2017,NM,EN,N,,,1000,0.05050922813829916
8,"Niv-Mizzet, the Firemind",Commander 2017,NM,EN,N,,,1000,0.017706596304545963
8,Nivix Guildmage,Commander 2017,NM,EN,N,,,1000,0.01
8,"Ojutai, Soul of Winter",Commander 2017,NM,EN,N,,,1000,0.013440888543891126
8,Opal Palace,Commander 2017,NM,EN,N,,,1000,0.01
8,Opulent Palace,Commander 2017,NM,EN,N,,,1000,0.05636679884345502
8,Orzhov Basilica,Commander 2017,NM,EN,N,,,1000,0.01
8,Orzhov Guildgate,Commander 2017,NM,EN,N,,,1000,0.01
8,Outpost Siege,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Palace Siege,Commander 2017,NM,EN,N,,,1000,0.09252544820152676
8,Path of Ancestry,Commander 2017,NM,EN,N,,,1000,0.029078886295070768
8,Patron of the Vein,Commander 2017,NM,EN,N,,,1000,2.9816613508442775
8,Pawn of Ulamog,Commander 2017,NM,EN,N,,,1000,0.15533955103762154
8,Rakdos Charm,Commander 2017,NM,EN,N,,,1000,0.06647308832103883
8,Rakdos Guildgate,Commander 2017,NM,EN,N,,,1000,0.01
8,Rakdos Signet,Commander 2017,NM,EN,N,,,1000,0.1693431640550903
8,Rakish Heir,Commander 2017,NM,EN,N,,,1000,0.012088138260059991
8,Raksha Golden Cub,Commander 2017,NM,EN,N,,,1000,0.010746666395625278
8,Read the Bones,Commander 2017,NM,EN,N,,,1000,0.023469839463603082
8,Reality Shift,Commander 2017,NM,EN,N,,,1000,0.1058471192025556
8,Return to Dust,Commander 2017,NM,EN,N,,,1000,0.028041722454243155
8,Rogue's Passage,Commander 2017,NM,EN,N,,,1000,0.05050922813829916
8,"Ryusei, the Falling Star",Commander 2017,NM,EN,N,,,1000,0.10333724975490308
8,Saltcrusted Steppe,Commander 2017,NM,EN,N,,,1000,0.01
8,Sandsteppe Citadel,Commander 2017,NM,EN,N,,,1000,0.06872503283869137
8,Sangromancer,Commander 2017,NM,EN,N,,,1000,0.14717215901838127
8,Sanguine Bond,Commander 2017,NM,EN,N,,,1000,0.6640419335820043
8,Savage Lands,Commander 2017,NM,EN,N,,,1000,0.030321167576989865
8,Savage Ventmaw,Commander 2017,NM,EN,N,,,1000,0.012088138260059991
8,Scalelord Reckoner,Commander 2017,NM,EN,N,,,1000,1.24905853534131
8,Scion of the Ur-Dragon,Commander 2017,NM,EN,N,,,1000,0.20101959791939944
8,Seaside Citadel,Commander 2017,NM,EN,N,,,1000,0.09252544820152676
8,Selesnya Sanctuary,Commander 2017,NM,EN,N,,,1000,0.01
8,Shadowmage Infiltrator,Commander 2017,NM,EN,N,,,1000,0.01
8,Shifting Shadow,Commander 2017,NM,EN,N,,,1000,0.012988715719182609
8,"Silumgar, the Drifting Death",Commander 2017,NM,EN,N,,,1000,0.02046985876500819
8,Karoo,Visions,NM,EN,N,,,1000,0.01186377766427641
8,Gush,Mystery Booster,NM,EN,N,,,1000,0.03435200300850107
8,Skeletal Scrying,Commander 2017,NM,EN,N,,,1000,0.01
8,Skullclamp,Commander 2017,NM,EN,N,,,1000,1.1688013243566422
8,Soul's Majesty,Commander 2017,NM,EN,N,,,1000,0.7115860928112693
8,Spellbound Dragon,Commander 2017,NM,EN,N,,,1000,0.014804964283452083
8,Staff of Nin,Commander 2017,NM,EN,N,,,1000,0.16384339591340233
8,Stalking Leonin,Commander 2017,NM,EN,N,,,1000,0.06647308832103883
8,Steel Hellkite,Commander 2017,NM,EN,N,,,1000,0.09252544820152676
8,Stirring Wildwood,Commander 2017,NM,EN,N,,,1000,0.0152621810784504
8,Stone Quarry,Commander 2017,NM,EN,N,,,1000,0.01
8,Stromkirk Captain,Commander 2017,NM,EN,N,,,1000,0.0577272644514959
8,Sunscorch Regent,Commander 2017,NM,EN,N,,,1000,0.2743508494121503
8,Sunspear Shikari,Commander 2017,NM,EN,N,,,1000,0.01
8,Swiftfoot Boots,Commander 2017,NM,EN,N,,,1000,0.2844901860098717
8,Swiftwater Cliffs,Commander 2017,NM,EN,N,,,1000,0.01
8,Sword of Vengeance,Commander 2017,NM,EN,N,,,1000,0.023469839463603082
8,Sword of the Animist,Commander 2017,NM,EN,N,,,1000,6.815423076923078
8,Swords to Plowshares,Commander 2017,NM,EN,N,,,1000,0.41447568431969506
8,Syphon Mind,Commander 2017,NM,EN,N,,,1000,0.087939943711637
8,Taj-Nar Swordsmith,Commander 2017,NM,EN,N,,,1000,0.01
8,Teferi's Protection,Commander 2017,NM,EN,N,,,1000,22.592121951219514
8,Temple of the False God,Commander 2017,NM,EN,N,,,1000,0.013622109924104803
8,Temur Sabertooth,Commander 2017,NM,EN,N,,,1000,0.7709480012519995
8,"Teneb, the Harvester",Commander 2017,NM,EN,N,,,1000,0.06647308832103883
8,Territorial Hellkite,Commander 2017,NM,EN,N,,,1000,0.2814306547205422
8,The Ur-Dragon,Commander 2017,NM,EN,N,,,1000,5.927828330639231
8,Tithe Drinker,Commander 2017,NM,EN,N,,,1000,0.02184444292126032
8,Vela the Night-Clad,Commander 2017,NM,EN,N,,,1000,0.1089964230060284
8,Vivid Crag,Commander 2017,NM,EN,N,,,1000,0.032074218767952085
8,Vivid Creek,Commander 2017,NM,EN,N,,,1000,0.01
8,Vivid Grove,Commander 2017,NM,EN,N,,,1000,0.01
8,Vivid Marsh,Commander 2017,NM,EN,N,,,1000,0.03409758605972302
8,Vivid Meadow,Commander 2017,NM,EN,N,,,1000,0.013667446741831856
8,"Wasitora, Nekoru Queen",Commander 2017,NM,EN,N,,,1000,2.04085545773879
8,Deathsprout,Commander 2020,NM,EN,N,,,1000,0.01
8,Aminatou's Augury,Commander 2018,NM,EN,N,,,1000,0.03743105146779635
8,"Aminatou, the Fateshifter",Commander 2018,NM,EN,N,,,1000,1.96555781935255
8,Ancient Stone Idol,Commander 2018,NM,EN,N,,,1000,0.7806281992426473
8,Arcane Sanctum,Commander 2018,NM,EN,N,,,1000,0.136553670276169
8,Archetype of Imagination,Commander 2018,NM,EN,N,,,1000,0.026521236663407652
8,"Arixmethes, Slumbering Isle",Commander 2018,NM,EN,N,,,1000,0.6505054412167219
8,Army of the Damned,Commander 2018,NM,EN,N,,,1000,0.1838404771583351
8,Avenger of Zendikar,Commander 2018,NM,EN,N,,,1000,0.5811083773312072
8,Azorius Chancery,Commander 2018,NM,EN,N,,,1000,0.01
